"timeMillisSpent","score"
91753,"0hard/-897130soft"
95012,"0hard/-896850soft"
95026,"0hard/-896750soft"
95200,"0hard/-896670soft"
101848,"0hard/-896390soft"
102972,"0hard/-896350soft"
103298,"0hard/-896330soft"
103710,"0hard/-896290soft"
104142,"0hard/-896250soft"
106925,"0hard/-895990soft"
106967,"0hard/-895640soft"
107751,"0hard/-895510soft"
108178,"0hard/-895410soft"
108606,"0hard/-895400soft"
108610,"0hard/-895050soft"
108888,"0hard/-895020soft"
109937,"0hard/-894920soft"
110194,"0hard/-894900soft"
110846,"0hard/-894820soft"
110943,"0hard/-894470soft"
111604,"0hard/-894160soft"
114333,"0hard/-893840soft"
114553,"0hard/-893800soft"
115481,"0hard/-893790soft"
116471,"0hard/-893760soft"
116818,"0hard/-893720soft"
116886,"0hard/-893640soft"
120759,"0hard/-893580soft"
120956,"0hard/-893540soft"
120965,"0hard/-893510soft"
128251,"0hard/-893400soft"
128263,"0hard/-893370soft"
131411,"0hard/-893300soft"
133187,"0hard/-893260soft"
134986,"0hard/-893220soft"
135977,"0hard/-893140soft"
136409,"0hard/-893130soft"
136608,"0hard/-893120soft"
136902,"0hard/-892810soft"
137844,"0hard/-892770soft"
138323,"0hard/-892670soft"
138598,"0hard/-892480soft"
139196,"0hard/-892450soft"
140133,"0hard/-892410soft"
140550,"0hard/-892370soft"
141270,"0hard/-892020soft"
143746,"0hard/-891940soft"
144749,"0hard/-891860soft"
145488,"0hard/-891850soft"
145550,"0hard/-891750soft"
149043,"0hard/-891720soft"
151128,"0hard/-891680soft"
151548,"0hard/-891590soft"
152597,"0hard/-891570soft"
153488,"0hard/-891540soft"
154216,"0hard/-891530soft"
158059,"0hard/-891490soft"
159584,"0hard/-891410soft"
162519,"0hard/-891330soft"
162570,"0hard/-891290soft"
164448,"0hard/-891260soft"
165690,"0hard/-890910soft"
167859,"0hard/-890900soft"
171622,"0hard/-890860soft"
177757,"0hard/-890510soft"
177761,"0hard/-890430soft"
178474,"0hard/-890330soft"
178875,"0hard/-890250soft"
178881,"0hard/-890210soft"
181161,"0hard/-890140soft"
181424,"0hard/-890100soft"
183293,"0hard/-890060soft"
184412,"0hard/-890020soft"
185465,"0hard/-889670soft"
185715,"0hard/-889630soft"
190841,"0hard/-889530soft"
198620,"0hard/-889180soft"
201229,"0hard/-889150soft"
201535,"0hard/-889120soft"
207377,"0hard/-889090soft"
207597,"0hard/-889050soft"
214049,"0hard/-889010soft"
218519,"0hard/-888930soft"
219428,"0hard/-888830soft"
226530,"0hard/-888730soft"
226542,"0hard/-888700soft"
227519,"0hard/-888610soft"
231981,"0hard/-888600soft"
235730,"0hard/-888400soft"
235745,"0hard/-888320soft"
235846,"0hard/-888280soft"
238366,"0hard/-888200soft"
240905,"0hard/-888120soft"
246855,"0hard/-888110soft"
251329,"0hard/-887760soft"
257147,"0hard/-887640soft"
259826,"0hard/-887600soft"
262810,"0hard/-887570soft"
263788,"0hard/-887440soft"
265414,"0hard/-887340soft"
266464,"0hard/-887330soft"
267052,"0hard/-887290soft"
267189,"0hard/-887270soft"
267443,"0hard/-887190soft"
269373,"0hard/-887150soft"
269538,"0hard/-887070soft"
276664,"0hard/-887040soft"
289209,"0hard/-887030soft"
298561,"0hard/-886990soft"
299132,"0hard/-886890soft"
